Graph,Algorithm,Avg_Time_s,Std_Dev,Iterations,Min_Time_s,Max_Time_s,Speedup_vs_Trad,Speedup_vs_Sparse
twitter_combined.txt,Traditional_PageRank,25.76980225245158,0.1807612250360018,58.0,25.598633289337158,26.019818544387817,1.0,0.00676585679366819
twitter_combined.txt,LA_PageRank_GPU_Sparse,0.17435479164123535,0.09634871677807438,58.0,0.10006451606750488,0.3104207515716553,147.80094088539497,1.0
twitter_combined.txt,LA_PageRank_GPU_Sparse_Optimized,0.06354578336079915,0.04378040423446435,86.0,0.031818389892578125,0.12545418739318848,405.5312703619726,2.743766500623444
