Graph,Algorithm,Avg_Time_s,Std_Dev,Iterations,Min_Time_s,Max_Time_s,Speedup_vs_Trad,Speedup_vs_Sparse
wiki-Talk.txt,LA_PageRank_GPU_Sparse,0.192582368850708,0.08355349849865239,26.0,0.13336992263793945,0.3107447624206543,1.0,1.0
wiki-Talk.txt,LA_PageRank_GPU_Sparse_Optimized,0.05369377136230469,0.031956399655878064,40.0,0.030816078186035156,0.09888577461242676,3.586679869276402,3.586679869276402
